Instrument,ISIN,ISIX,WKN,Mnemonic,MIC Code,URL,,,,,,,,,,,,,,,,,,,,,,,Start Intraday Auction 10,Start Closing Auction
"FORD MOTOR         DL-,01",US3453708600,925,502391,FMC1,XETR,http://www.finanzen.at/aktien/Ford-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
FREEPORT-MCMORAN INC.,US35671D8570,1087,896476,FPMB,XETR,http://www.finanzen.at/aktien/Freeport_McMoRan-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
FRESENIUS MD.CARE ADR 1/2,US3580291066,10086,879529,FMEA,XETR,http://www.finanzen.at/aktien/Fresenius_Medical_Care_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
FRESENIUS SE+CO. ADR 1/4,US35804M1053,736,000A1XCZQ,FREA,XETR,http://www.finanzen.at/aktien/Fresenius_SECoKGaA_(spons_ADRs)-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
GAZPROM ADR SP./2 RL 5L 5,US3682872078,1912,903276,GAZ,XETR,http://www.finanzen.at/aktien/GAZPROM_PJSC_(spons_ADRs)_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"GENL EL. CO.      DL -,06",US3696041033,535,851144,GEC,XETR,http://www.finanzen.at/aktien/General_Electric-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"GENL MILLS        DL -,10",US3703341046,1186,853862,GRM,XETR,http://www.finanzen.at/aktien/General_Mills-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"GENERAL MOTORS     DL-,01",US37045V1008,11299,000A1C9CM,8GM,XETR,http://www.finanzen.at/aktien/General_Motors-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"GILEAD SCIENCES   DL-,001",US3755581036,926,885823,GIS,XETR,http://www.finanzen.at/aktien/Gilead_Sciences-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
GLAXOSMITHKLINE SP. ADR/2,US37733W1053,20284,940610,GS7A,XETR,http://www.finanzen.at/aktien/GlaxoSmithKline_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"GOLD FIELDS ADR/1 RC-,50",US38059T1060,341,862484,EDG,XETR,http://www.finanzen.at/aktien/Gold_Fields-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
GOLDMAN SACHS GRP INC.,US38141G1040,1088,920332,GOS,XETR,http://www.finanzen.at/aktien/Goldman_Sachs-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"GOPRO INC. A DL -,0001",US38268T1034,1868,000A1XE7G,5G5,XETR,http://www.finanzen.at/aktien/GoPro-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
HSBC HLDGS PLC ADR/5DL-50,US4042804066,20282,924153,HBC2,XETR,http://www.finanzen.at/aktien/HSBC_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"HP INC            DL -,01",US40434L1052,1006,000A142VP,7HP,XETR,http://www.finanzen.at/aktien/Hewlett-Packard-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"HALLIBURTON CO.   DL 2,50",US4062161017,927,853986,HAL,XETR,http://www.finanzen.at/aktien/Halliburton-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
HANN.RUECKV.SE ADR 1/2/ON,US4106931052,1291,000A0CBFZ,HNRB,XETR,http://www.finanzen.at/aktien/Hannover_Rueck_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"HARLEY-DAVID.INC. DL -,01",US4128221086,3817,871394,HAR,XETR,http://www.finanzen.at/aktien/Harley-Davidson-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"HECLA MNG          DL-,25",US4227041062,1958,854693,HCL,XETR,http://www.finanzen.at/aktien/Hecla_Mining-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
HEIDELBERGCEM.UN.ADR 1/5/,US42281P2056,4138,000A1W8DM,HEIU,XETR,http://www.finanzen.at/aktien/HeidelbergCement_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
HEWLETT PACKARD ENT.,US42824C1099,2521,000A140KD,2HP,XETR,http://www.finanzen.at/aktien/Hewlett_Packard_Enterprise-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"HOME DEPOT INC.    DL-,05",US4370761029,1090,866953,HDI,XETR,http://www.finanzen.at/aktien/Home_Depot-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"HORMEL FOODS   DL-,01465",US4404521001,2749,850875,HO7,XETR,http://www.finanzen.at/aktien/Hormel_Foods-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
HUGO BOSS AG SPON.ADR1/5,US4445601069,1116,000A1JGC5,BOSA,XETR,http://www.finanzen.at/aktien/Hugo_Boss_3-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
IMPERIAL BRANDS PLC ADR/1,US45262P1021,456,000A2AEDW,ITBA,XETR,http://www.finanzen.at/aktien/Imperial_Tobacco_Group_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
INFINEON TECHNOLOGIES ADR,US45662N1037,12699,936207,IFXA,XETR,http://www.finanzen.at/aktien/Infineon_Technologies_3-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ING GP NV SP.ADR/1 EO-,24",US4568371037,5150,907466,INNA,XETR,http://www.finanzen.at/aktien/ING_Group-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"INTEL CORP.       DL-,001",US4581401001,473,855681,INL,XETR,http://www.finanzen.at/aktien/Intel-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"INTL BUS. MACH.    DL-,20",US4592001014,470,851399,IBM,XETR,http://www.finanzen.at/aktien/IBM-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
INTL PAPER           DL 1,US4601461035,3821,851413,INP,XETR,http://www.finanzen.at/aktien/International_Paper-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
JPMORGAN CHASE       DL 1,US46625H1005,1091,850628,CMC,XETR,http://www.finanzen.at/aktien/JPMorgan-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
JINKOSOLAR ADR/4 DL-00002,US47759T1007,8717,000A0Q87R,ZJS1,XETR,http://www.finanzen.at/aktien/JinkoSolar-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
JOHNSON + JOHNSON    DL 1,US4781601046,457,853260,JNJ,XETR,http://www.finanzen.at/aktien/JohnsonJohnson-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
K+S AG SP.ADR 1/2/O.N.,US48265W1080,650,000A0YGKY,SDF1,XETR,http://www.finanzen.at/aktien/K+S_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"KELLOGG CO.       DL -,25",US4878361082,3822,853265,KEL,XETR,http://www.finanzen.at/aktien/Kellogg-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"KIMBERLY-CLARK    DL 1,25",US4943681035,4072,855178,KMY,XETR,http://www.finanzen.at/aktien/Kimberly-Clark-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"KINDER MORGAN P DL-,01",US49456B1017,2764,000A1H6GK,2KD,XETR,http://www.finanzen.at/aktien/Kinder_Morgan_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"KONINKL. PHILIPS ADR -,20",US5004723038,2179,940936,PHIA,XETR,http://www.finanzen.at/aktien/Philips_Electronics_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"KRAFT HEINZ CO.DL -,01",US5007541064,2518,000A14TU4,KHNZ,XETR,http://www.finanzen.at/aktien/The_Kraft_Heinz_Company-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"LAS VEGAS SANDS   DL-,001",US5178341070,7996,000A0B8S2,LCR,XETR,http://www.finanzen.at/aktien/Las_Vegas_Sands-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"LENOVO GRP ADR/20 HD-,10",US5262501050,7965,000A0B7GH,LHL1,XETR,http://www.finanzen.at/aktien/Lenovo_Group_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
LILLY (ELI),US5324571083,711,858560,LLY,XETR,http://www.finanzen.at/aktien/Eli_Lilly-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
LINDE AG SP.ADR 1/10/O.N.,US5352232004,7318,000A0YJQ3,LIN1,XETR,http://www.finanzen.at/aktien/Linde_4-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"LINKEDIN CLASS A DL-,0001",US53578A1088,2751,000A1H82D,LKI,XETR,http://www.finanzen.at/aktien/LinkedIn-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"LLOYDS BKG ADR/4 LS -,25",US5394391099,8596,766625,LLD2,XETR,http://www.finanzen.at/aktien/Lloyds_TSB_Group_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
LOCKHEED MARTIN    DL 1,US5398301094,1788,894648,LOM,XETR,http://www.finanzen.at/aktien/Lockheed_Martin-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
MAN SE UNSP.ADR 1/10,US5616411014,4532,000A0YF6N,MANC,XETR,http://www.finanzen.at/aktien/MAN_SE_Un_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"MASTERCARD INC.A DL-,0001",US57636Q1040,1343,000A0F602,M4I,XETR,http://www.finanzen.at/aktien/MasterCard-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
MATTEL INC.          DL 1,US5770811025,2753,851704,MTT,XETR,http://www.finanzen.at/aktien/Mattel-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"MCDONALDS CORP.   DL-,01",US5801351017,422,856958,MDO,XETR,http://www.finanzen.at/aktien/McDonalds-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"MERCK CO.          DL-,01",US58933Y1055,1318,000A0YD8Q,6MK,XETR,http://www.finanzen.at/aktien/MerckCo-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"MICROSOFT    DL-,00000625",US5949181045,414,870747,MSF,XETR,http://www.finanzen.at/aktien/Microsoft-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"MICRON TECHN. INC. DL-,10",US5951121038,413,869020,MTE,XETR,http://www.finanzen.at/aktien/Micron_Technology-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
MONDELEZ INTL INC. A,US6092071058,1587,000A1J4U0,KTF,XETR,http://www.finanzen.at/aktien/Mondelez-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"MORGAN STANLEY     DL-,01",US6174464486,1591,885836,DWD,XETR,http://www.finanzen.at/aktien/Morgan_Stanley-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
MUENCH.RUECK.UNS.ADR 1/10,US6261881063,4464,000A0YF6G,MUVB,XETR,http://www.finanzen.at/aktien/Muenchener_Rueckversicherungs-Gesellschaft_Aktiengesellschaft_in_Muenchen_Un-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
NESTLE NAM. ADR/1 SF 1,US6410694060,5105,883723,NESM,XETR,http://www.finanzen.at/aktien/Nestle_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"NETFLIX INC.      DL-,001",US64110L1061,1345,552484,NFC,XETR,http://www.finanzen.at/aktien/Netflix-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"NEWMONT MNG CORP. DL 1,60",US6516391066,389,853823,NMM,XETR,http://www.finanzen.at/aktien/Newmont_Mining-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
NIKE INC. B,US6541061031,1095,866993,NKE,XETR,http://www.finanzen.at/aktien/Nike-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"NOKIA CORP.A ADR 1/EO-,06",US6549022043,1768,892885,NOAA,XETR,http://www.finanzen.at/aktien/Nokia_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
NOVARTIS NAM. ADR 1,US66987V1098,4838,907122,NOTA,XETR,http://www.finanzen.at/aktien/Novartis_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
NOVO-NORDISK B ADR/1DK 10,US6701002056,1096,866931,NOVA,XETR,http://www.finanzen.at/aktien/Novo_Nordisk_A-S-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"OCCIDENTAL PET.    DL-,20",US6745991058,253,851921,OPC,XETR,http://www.finanzen.at/aktien/Occidental_Petroleum-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ORACLE CORP.       DL-,01",US68389X1054,378,871460,ORC,XETR,http://www.finanzen.at/aktien/Oracle-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ORANGE S.A. ADR      EO 4,US6840601065,1667,000A1W1L6,FTE1,XETR,http://www.finanzen.at/aktien/ORANGE_7-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"LUKOIL SP.ADR     RL-,025",US69343P1057,1401,000A1420E,LUK,XETR,http://www.finanzen.at/aktien/Oil_company_LUKOIL_PJSC_(spons_ADRs)_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"PAYPAL HDGS INC.DL-,0001",US70450Y1038,521,000A14R7U,2PP,XETR,http://www.finanzen.at/aktien/PayPal-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"PEPSICO INC.     DL-,0166",US7134481081,1100,851995,PEP,XETR,http://www.finanzen.at/aktien/PepsiCo-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
PETROCHINA YC1 ADR/100,US71646E1001,4450,936983,PC6A,XETR,http://www.finanzen.at/aktien/PetroChina_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"PFIZER INC.        DL-,05",US7170811035,361,852009,PFE,XETR,http://www.finanzen.at/aktien/Pfizer-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
PHILIP MORRIS INTL INC.,US7181721090,1863,000A0NDBJ,4I1,XETR,http://www.finanzen.at/aktien/Philip_Morris_International-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"PHILLIPS 66        DL-,01",US7185461040,2758,000A1JWQU,R66,XETR,http://www.finanzen.at/aktien/Phillips_66-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"PRICELINE GRP INC.DL-,008",US7415034039,1859,766054,PCE1,XETR,http://www.finanzen.at/aktien/Pricelinecom-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
PRIMA BIOMED ADRS II/30,US74154B2034,1644,000A1JXGT,YP1B,XETR,http://www.finanzen.at/aktien/Prima_Biomed_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
PROCTER GAMBLE,US7427181091,345,852062,PRG,XETR,http://www.finanzen.at/aktien/ProcterGamble-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"PSIVIDA CORP.      DL-,01",US74440J1016,2066,000A0Q4DQ,PV3A,XETR,http://www.finanzen.at/aktien/pSivida_3-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"QUALCOMM INC.    DL-,0001",US7475251036,1365,883121,QCI,XETR,http://www.finanzen.at/aktien/QUALCOMM-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
RWE AG  ADR 1,US74975E3036,4312,879513,RWEA,XETR,http://www.finanzen.at/aktien/RWE_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"RENAU.UNSP.ARD 1/5 EO3,81",US7596734035,2119,000A14P3H,RNL1,XETR,http://www.finanzen.at/aktien/Renault_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
REPSOL S.A. EO 1 ADR 1,US76026T2050,4973,876993,REPA,XETR,http://www.finanzen.at/aktien/Repsol_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
RIO TINTO PLC LS-10 ADR 1,US7672041008,9545,868009,RIOA,XETR,http://www.finanzen.at/aktien/Rio_Tinto_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ROCHE HLDG SP.ADR 1/8,US7711951043,5100,891106,RHO6,XETR,http://www.finanzen.at/aktien/Roche_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"ROFIN SINAR TECHS  DL-,01",US7750431022,330,902757,RSI,XETR,http://www.finanzen.at/aktien/ROFIN-SINAR-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ROYAL BK SCOTLD ADR/2,US7800976893,863,000A0RCAE,RYS2,XETR,http://www.finanzen.at/aktien/Royal_Bank_of_Scotland_Group_16-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ROYAL DUTCH SHELL B ADR/2,US7802591070,4279,000A0ERUK,R6C2,XETR,http://www.finanzen.at/aktien/Royal_Dutch_Shel_b-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
ROYAL DUTCH SHELL A ADR/2,US7802592060,4271,000A0ET6Q,R6C1,XETR,http://www.finanzen.at/aktien/Royal_Dutch_Shell_Grou_a-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
KON. KPN NV ADR/1 O.N.,US7806412059,1766,906901,KPNB,XETR,http://www.finanzen.at/aktien/Koninklijke_KPN-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"SALESFORCE.COM    DL-,001",US79466L3024,705,000A0B87V,FOO,XETR,http://www.finanzen.at/aktien/Salesforce-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"SAMSUNG EL.0,5GDRS NV PFD",US7960502018,320,881823,SSUN,XETR,http://www.finanzen.at/aktien/Samsung_Electronics_ADR-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"SAMSUNG EL.0,5GDRS144A/95",US7960508882,319,896360,SSU,XETR,http://www.finanzen.at/aktien/Samsung_Electronics_GDRS-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SANOFI SA ADR 1/2/EO 2,US80105N1054,5360,662283,SNW2,XETR,http://www.finanzen.at/aktien/Sanofi_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SAP SE ADR/1 O.N.,US8030542042,2336,879535,SAPA,XETR,http://www.finanzen.at/aktien/SAP_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SBERBANK ADR REGS/4 RL3,US80585Y3080,125,000A1JB8N,SBNC,XETR,http://www.finanzen.at/aktien/Sberbank_of_Russia_PJSC_(spons_ADRs)-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SIEMENS AG SP. ADR 1,US8261975010,5691,632748,SIEB,XETR,http://www.finanzen.at/aktien/Siemens_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SOC. QUIMICA MIN.ADR B 1,US8336351056,1222,895007,QYM,XETR,http://www.finanzen.at/aktien/Sociedad_Quimica_y_Minera_de_Chile-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
STE GENERALE ADR 1/5/FF30,US83364L1098,542,916129,SGE1,XETR,http://www.finanzen.at/aktien/Societe_Generale__(spons_ADRs)-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SOFTBANK GR.UNS.ADR1/2/ON,US83404D1090,2576,000A1JSPB,SFTU,XETR,http://www.finanzen.at/aktien/SOFTBANK_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"SON.HO.UN.ADR 1/5 SF -,05",US83569C1027,2013,000A12HSY,PHBA,XETR,http://www.finanzen.at/aktien/Sonova_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SOUTHW. AIRL. CO.    DL 1,US8447411088,1713,862837,SWN,XETR,http://www.finanzen.at/aktien/Southwest_Airlines-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
STARBUCKS CORP.,US8552441094,1103,884437,SRB,XETR,http://www.finanzen.at/aktien/Starbucks-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"STATOIL ASA ADR/1 NK 2,50",US85771P1021,4541,676685,DNQA,XETR,http://www.finanzen.at/aktien/Statoil_ASA_(spons_ADRs)-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"STRYKER CORP.      DL-,10",US8636671013,1752,864952,SYK,XETR,http://www.finanzen.at/aktien/Stryker-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"SWATCH GR.ADR 1/20/SF2,25",US8701231065,1328,000A1H5B5,UHRA,XETR,http://www.finanzen.at/aktien/Swatch_3-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"SWISS RE AG SP.ADR SF-,10",US8708861088,2106,000A1J5BS,SR9A,XETR,http://www.finanzen.at/aktien/Swiss_Re_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
SWISSCOM AG ADR 1/10/SF25,US8710131082,896,916843,SWJA,XETR,http://www.finanzen.at/aktien/Swisscom_AGReg-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"TABLEAU SOFTW. A DL-,0001",US87336U1051,2763,000A1T9F0,0TS,XETR,http://www.finanzen.at/aktien/Tableau_Softwar_a-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TATA MTRS LTD ADR/5 IR 2,US8765685024,2519,000A0DJ9M,TATB,XETR,http://www.finanzen.at/aktien/Tata_Motors-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TELECOM ITALIA ADR 1,US87927Y1029,2096,121866,TQIA,XETR,http://www.finanzen.at/aktien/Telecom_Italia_2-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TELECOM ITAL.RISP. ADR/10,US87927Y2019,3812,121865,TQI1,XETR,http://www.finanzen.at/aktien/Telecom_Italia_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TELEFONICA S.A.EO 1 ADR 1,US8793822086,15948,874715,TNE2,XETR,http://www.finanzen.at/aktien/Telefonica_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TENCENT HDGS ADR/1DL-0001,US88032Q1094,410,000A0YHJ8,NNN1,XETR,http://www.finanzen.at/aktien/Tencent_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"TESLA MOTORS INC. DL-,001",US88160R1014,3832,000A1CX3T,TL0,XETR,http://www.finanzen.at/aktien/Tesla-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TEVA PHARMACEUT. ADR,US8816242098,1106,883035,TEV,XETR,http://www.finanzen.at/aktien/Teva_Pharmaceutical_Industries_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"3M CO.             DL-,01",US88579Y1010,3825,851745,MMM,XETR,http://www.finanzen.at/aktien/3M-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"TIME INC.          DL-,01",US8872281048,2234,000A11312,17T,XETR,http://www.finanzen.at/aktien/Time-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TOTAL S.A.   SPONS. ADR 1,US89151E1091,15946,882930,TOTA,XETR,http://www.finanzen.at/aktien/TOTAL_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
TOYOTA MOTOR ADR/2,US8923313071,9537,888452,TOMA,XETR,http://www.finanzen.at/aktien/Toyota_Motor_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"TWITTER INC.   DL-,000005",US90184L1026,1369,000A1W6XZ,TWR,XETR,http://www.finanzen.at/aktien/Twitter-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"UNDER ARMOUR A DL-,000333",US9043111072,1960,000A0HL4V,U9R,XETR,http://www.finanzen.at/aktien/Under_Armour-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"UNDER ARMOUR C DL-,000333",US9043112062,2804,000A2AF8T,U9RA,XETR,http://www.finanzen.at/aktien/Under_Armour_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"UNILEVER EO-,16 N.Y.SHS 1",US9047847093,9532,856090,UNIN,XETR,http://www.finanzen.at/aktien/Unilever_NV_NY_Registered-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"UNION PAC.        DL 2,50",US9078181081,1861,858144,UNP,XETR,http://www.finanzen.at/aktien/Union_Pacific-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
UNITED PARCEL SE.B DL-01,US9113121068,718,929198,UPAB,XETR,http://www.finanzen.at/aktien/United_Parcel_Service-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
UTD TECHN.           DL 1,US9130171096,4074,852759,UTC1,XETR,http://www.finanzen.at/aktien/United_Technologies-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"UNITEDHEALTH GROUP DL-,01",US91324P1021,1885,869561,UNH,XETR,http://www.finanzen.at/aktien/UnitedHealth_Group-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
V.F. CORP.,US9182041080,2760,857621,VFP,XETR,http://www.finanzen.at/aktien/VF-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"VERIZON COMM. INC. DL-,10",US92343V1044,1097,868402,BAC,XETR,http://www.finanzen.at/aktien/Verizon-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
VESTAS WIND ADR 1/3/DK 1,US9254581013,4156,000A0MRJJ,VWSA,XETR,http://www.finanzen.at/aktien/Vestas_Wind_Systems_1-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"VISA INC. CL. A DL -,0001",US92826C8394,1389,000A0NC7B,3V64,XETR,http://www.finanzen.at/aktien/Visa-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
VODAFONE GRP ADR NEW/10,US92857W3088,790,000A1XD9Z,VODJ,XETR,http://www.finanzen.at/aktien/Vodafone_Group_4-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
VOLKSWAGEN AG ADR 1/5/O.N,US9286623031,7349,879511,VOW4,XETR,http://www.finanzen.at/aktien/Volkswagen_4-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
VOLKSWAGEN AG VZ ADR1/5,US9286624021,7316,000A0DPR2,VOW5,XETR,http://www.finanzen.at/aktien/Volkswagen_3-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"WAL-MART STRS      DL-,10",US9311421039,237,860853,WMT,XETR,http://www.finanzen.at/aktien/Walmart-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"WALGREENS BOOTS AL.DL-,01",US9314271084,2233,000A12HJF,W8A,XETR,http://www.finanzen.at/aktien/Walgreens_Boots_Alliance-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"WELLS FARGO + CO.DL 1,666",US9497461015,1627,857949,NWT,XETR,http://www.finanzen.at/aktien/Wells_Fargo-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
WHIRLPOOL CORP.      DL 1,US9633201069,719,856331,WHR,XETR,http://www.finanzen.at/aktien/Whirlpool-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"WHITING PETROLEUM DL-,001",US9663871021,2761,590101,WHT,XETR,http://www.finanzen.at/aktien/Whiting_Petroleum-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
WHOLE FOODS MKT,US9668371068,1638,886391,WFM,XETR,http://www.finanzen.at/aktien/Whole_Foods_Market-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
WOODSIDE PET. SP.ADR 1,US9802283088,2283,867328,WOP,XETR,http://www.finanzen.at/aktien/Woodside_Petroleum-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"YY INC.ADR CL A DL-,00001",US98426T1060,2855,000A1J6W3,0YYA,XETR,http://www.finanzen.at/aktien/Y_a-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
"YAHOO INC.        DL-,001",US9843321061,223,900103,YHO,XETR,http://www.finanzen.at/aktien/Yahoo-Aktie,,,,,,,,,,,,,,,,,,,,,,,,17:30
